"","Player","Team","Position","Game.ID","Date","Home","Away","G","A1","A2","PTS","PrPTS","GS","SOG","eGF","eGA","GF.","PPG","PPA1","PPA2","SHG","SHA1","SHA2","FOW","FOL","PIM","Blk","TO","SV","GA","Season"
"673","Bray Ketchum","MET","F","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.47,0,1,2,0.33,0,0,1,0,0,0,0,0,2,0,2,0,0,2016
"674","Brianna Decker","BOS","F","14689392","2016-10-08","BOS","MET",2,0,0,2,2,3.99,5,2,1,0.67,1,0,0,1,0,0,17,5,0,0,2,0,0,2016
"675","Brittany Ott","BOS","G","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,3,2016
"676","Courtney Burke","MET","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"677","Emily Field","BOS","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.33,3,1,1,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,2016
"678","Gigi Marvin","BOS","D","14689392","2016-10-08","BOS","MET",0,0,2,2,0,1.27,3,2,1,0.67,0,0,1,0,0,0,0,0,4,1,0,0,0,2016
"679","Janine Weber","MET","F","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.46,1,1,1,0.5,0,0,0,0,0,0,7,8,2,0,0,0,0,2016
"680","Jillian Dempsey","BOS","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,-0.22,2,2,1,0.67,0,0,0,0,0,0,4,13,0,0,1,0,0,2016
"681","Jordan Smelker","BOS","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,0.64,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"682","Kacey Bellamy","BOS","D","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.69,2,4,0,1,0,0,1,0,0,1,0,0,2,2,1,0,0,2016
"683","Kaleigh Fratkin","MET","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.23,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2016
"684","Katie  Fitzgerald","MET","G","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.16,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,6,1,2016
"685","Kiira Dosdall","MET","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.17,0,2,3,0.4,0,0,0,0,0,0,0,0,2,1,1,0,0,2016
"686","Madison Packer","MET","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.17,5,0,1,0,0,0,0,0,0,0,6,12,0,1,2,0,0,2016
"687","Meghan Duggan","BOS","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.23,1,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2016
"688","Michelle Picard","MET","D","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"689","Milica McMillen","MET","D","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.11,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
"690","Miye D'Oench","MET","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.32,4,1,3,0.25,0,0,0,0,0,0,0,1,0,0,1,0,0,2016
"691","Morgan Fritz-Ward","MET","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"692","Rachel Llanes","BOS","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.69,3,1,0,1,0,0,0,0,0,0,10,7,0,2,0,0,0,2016
"693","Rebecca Russo","MET","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,0.4,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2016
"694","Sojung Shin","MET","G","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-2.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,5,2016
"695","Tatiana Rafter","MET","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.47,1,1,1,0.5,0,0,0,0,0,0,10,7,0,0,0,0,0,2016
"696","Zoe Hickel","BOS","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,0.63,1,2,1,0.67,0,1,0,0,1,0,0,1,0,0,1,0,0,2016
"697","Amanda Leveille","BUF","G","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-1.62,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,17,4,2016
"698","Anne Schleper","BUF","D","14689396","2016-10-09","BUF","CTW",0,1,0,1,1,0.58,1,3,1,0.75,0,1,0,0,0,0,0,0,2,0,0,0,0,2016
"699","Brianne McLaughlin","BUF","G","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.84,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,6,0,2016
"700","Corinne Buie","BUF","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,2016
"701","Cydney Roesler","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-0.17,0,1,1,0.5,0,0,0,0,0,0,0,0,2,1,1,0,0,2016
"702","Dana Trivigno","CTW","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"703","Devon Skeats","BUF","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-0.06,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2016
"704","Emily Janiga","BUF","F","14689396","2016-10-09","BUF","CTW",1,0,1,2,1,0.99,5,2,2,0.5,1,0,0,0,0,0,8,18,0,0,0,0,0,2016
"705","Emily Pfalzer","BUF","D","14689396","2016-10-09","BUF","CTW",0,1,0,1,1,0.58,1,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,2016
"706","Haley Skarupa","CTW","F","14689396","2016-10-09","BUF","CTW",3,1,0,4,4,4.19,5,3,3,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,2016
"707","Harrison Browne","BUF","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,1,1,0,2,1,0,0,2016
"708","Ivana Bilic","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2016
"709","Jordan Brickner","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,2,2,0,1.39,1,3,1,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,2016
"710","Jordyn Burns","BUF","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2016
"711","Kaliya Johnson","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"712","Kelley Steadman","BUF","F","14689396","2016-10-09","BUF","CTW",2,0,0,2,2,1.54,5,3,2,0.6,0,0,0,0,0,0,1,8,2,1,1,0,0,2016
"713","Kelli Stack","CTW","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,1.16,4,0,0,NA,0,0,0,0,0,0,16,10,0,0,1,0,0,2016
"714","Kelly Babstock","CTW","F","14689396","2016-10-09","BUF","CTW",1,2,0,3,3,3.4,3,3,3,0.5,0,1,0,0,1,0,13,5,2,0,0,0,0,2016
"715","Kourtney Kunichika","BUF","F","14689396","2016-10-09","BUF","CTW",1,0,0,1,1,1.35,1,1,1,0.5,1,0,0,0,0,0,8,6,0,0,1,0,0,2016
"716","Kristina Lavoie","BUF","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"717","Meagan Mangene","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.24,0,0,0,NA,0,0,0,0,0,0,6,4,0,1,0,0,0,2016
"718","Megan Bozek","BUF","D","14689396","2016-10-09","BUF","CTW",1,0,1,2,1,1.86,2,3,1,0.75,0,0,1,0,0,0,0,0,0,1,1,0,0,2016
"719","Micaela Long","CTW","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,2,0,0,2016
"720","Molly Engstrom","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-0.06,1,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0,2016
"721","Nicole Connery","CTW","F","14689396","2016-10-09","BUF","CTW",0,1,1,2,1,1.5,2,3,3,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,2016
"722","Nicole Kosta","CTW","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,2016
"723","Paige Harrington","BUF","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2016
"724","Sam Faber","CTW","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"725","Sarah Casorso","BUF","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-0.17,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2016
"726","Shannon Doyle","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.22,2,2,2,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,2016
"727","Shenae Lundberg","CTW","G","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-3.04,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,14,5,2016
"728","Shiann Darkangelo","BUF","F","14689396","2016-10-09","BUF","CTW",0,2,0,2,2,1.16,0,2,1,0.67,0,0,0,0,0,0,0,1,0,1,1,0,0,2016
"729","Alex Carpenter","BOS","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.67,5,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
"730","Alexandra Bender","BOS","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,-0.06,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"731","Alyssa Gagliardi","BOS","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"732","Amanda Pelkey","BOS","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.05,2,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"733","Ashley Vesci","BUF","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.1,2,0,0,NA,0,0,0,0,0,0,4,5,0,0,0,0,0,2016
"734","Blake Bolden","BOS","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"735","Brianna Decker","BOS","F","14689401","2016-10-15","BOS","BUF",0,1,0,1,1,2.24,8,1,0,1,0,0,0,0,0,0,13,7,0,0,0,0,0,2016
"736","Brianne McLaughlin","BUF","G","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,4.74,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,41,1,2016
"737","Brittany Ott","BOS","G","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,1.24,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,16,1,2016
"738","Corinne Buie","BUF","F","14689401","2016-10-15","BOS","BUF",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,2016
"739","Devon Skeats","BUF","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,-0.06,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2016
"740","Emily Field","BOS","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.1,2,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,2016
"741","Emily Janiga","BUF","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.7,2,0,0,NA,0,0,0,0,0,0,12,8,0,0,0,0,0,2016
"742","Emily Pfalzer","BUF","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"743","Gigi Marvin","BOS","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"744","Harrison Browne","BUF","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,-0.18,1,0,0,NA,0,0,0,0,0,0,1,2,2,0,0,0,0,2016
"745","Jacquie Greco","BUF","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,-0.12,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,2016
"746","Jillian Dempsey","BOS","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.34,2,0,0,NA,0,0,0,0,0,0,7,6,0,0,0,0,0,2016
"747","Jordan Smelker","BOS","F","14689401","2016-10-15","BOS","BUF",1,0,0,1,1,1.1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016
"748","Kacey Bellamy","BOS","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.44,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"749","Kathryn Tomaselli","BOS","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.55,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"750","Kourtney Kunichika","BUF","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,-0.72,0,0,1,0,0,0,0,0,0,0,5,11,0,0,0,0,0,2016
"751","Lisa Chesson","BUF","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"752","Megan Bozek","BUF","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"753","Meghan Duggan","BOS","F","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0.56,4,0,0,NA,0,0,0,0,0,0,9,8,0,2,0,0,0,2016
"754","Paige Harrington","BUF","D","14689401","2016-10-15","BOS","BUF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"755","Sarah Casorso","BUF","D","14689401","2016-10-15","BOS","BUF",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
"756","Shiann Darkangelo","BUF","F","14689401","2016-10-15","BOS","BUF",1,0,0,1,1,1.42,6,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2016
"757","Zoe Hickel","BOS","F","14689401","2016-10-15","BOS","BUF",0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"758","Alexa Gruschow","MET","F","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.71,1,0,1,0,0,0,0,0,0,0,13,8,0,0,0,0,0,2016
"759","Ashley Johnston","MET","D","14689491","2016-10-16","MET","CTW",0,0,1,1,0,0.64,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"760","Bray Ketchum","MET","F","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.34,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
"761","Courtney Burke","MET","D","14689491","2016-10-16","MET","CTW",1,0,0,1,1,1.55,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"762","Cydney Roesler","CTW","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.93,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"763","Dana Trivigno","CTW","F","14689491","2016-10-16","MET","CTW",0,0,1,1,0,-0.02,1,2,0,1,0,0,1,0,0,0,6,11,2,0,0,0,0,2016
"764","Elena Orlando","CTW","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,-0.14,2,0,1,0,0,0,0,0,0,0,5,8,0,0,0,0,0,2016
"765","Gabie Figueroa","MET","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"766","Haley Skarupa","CTW","F","14689491","2016-10-16","MET","CTW",0,2,0,2,2,1.83,5,2,1,0.67,0,1,0,0,1,0,0,0,0,1,1,0,0,2016
"767","Ivana Bilic","CTW","D","14689491","2016-10-16","MET","CTW",0,0,1,1,0,0.97,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"768","Jordan Brickner","CTW","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"769","Kaleigh Fratkin","MET","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,-0.23,1,1,1,0.5,0,0,0,0,0,0,0,0,4,2,0,0,0,2016
"770","Katie  Fitzgerald","MET","G","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.76,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,34,4,2016
"771","Kelli Stack","CTW","F","14689491","2016-10-16","MET","CTW",0,0,1,1,0,2.52,4,1,1,0.5,0,0,1,0,0,1,17,5,0,2,0,0,0,2016
"772","Kelly Babstock","CTW","F","14689491","2016-10-16","MET","CTW",1,1,0,2,2,1.27,3,2,0,1,0,0,0,0,0,0,1,4,4,0,0,0,0,2016
"773","Kiira Dosdall","MET","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"774","Madison Packer","MET","F","14689491","2016-10-16","MET","CTW",0,1,0,1,1,0.6,6,2,0,1,0,0,0,0,0,0,4,7,4,0,0,0,0,2016
"775","Meagan Mangene","CTW","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"776","Micaela Long","CTW","F","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"777","Michelle Picard","MET","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"778","Milica McMillen","MET","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.33,3,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"779","Miye D'Oench","MET","F","14689491","2016-10-16","MET","CTW",1,0,0,1,1,0.97,3,2,2,0.5,0,0,0,0,0,0,0,3,0,1,0,0,0,2016
"780","Molly Engstrom","CTW","D","14689491","2016-10-16","MET","CTW",1,0,1,2,1,1.86,2,3,1,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,2016
"781","Morgan Fritz-Ward","MET","F","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.44,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"782","Nicole Connery","CTW","F","14689491","2016-10-16","MET","CTW",1,0,0,1,1,1.11,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
"783","Nicole Kosta","CTW","F","14689491","2016-10-16","MET","CTW",1,1,0,2,2,1.86,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
"784","Nicole Stock","CTW","G","14689491","2016-10-16","MET","CTW",0,0,0,0,0,2.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,2,2016
"785","Rebecca Russo","MET","F","14689491","2016-10-16","MET","CTW",0,1,0,1,1,1.08,4,1,2,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"786","Sam Faber","CTW","F","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"787","Shannon Doyle","CTW","D","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0.22,2,3,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"788","Tatiana Rafter","MET","F","14689491","2016-10-16","MET","CTW",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,10,10,0,0,0,0,0,2016
"789","Alex Carpenter","BOS","F","14689494","2016-10-22","BOS","MET",1,1,1,3,2,2.51,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
"790","Alexa Gruschow","MET","F","14689494","2016-10-22","BOS","MET",0,0,1,1,0,-0.2,0,0,2,0,0,0,0,0,0,0,1,8,0,1,0,0,0,2016
"791","Alexandra Bender","BOS","D","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.44,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"792","Amanda Pelkey","BOS","F","14689494","2016-10-22","BOS","MET",1,0,0,1,1,1.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"793","Blake Bolden","BOS","D","14689494","2016-10-22","BOS","MET",0,1,0,1,1,0.58,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2016
"794","Bray Ketchum","MET","F","14689494","2016-10-22","BOS","MET",1,0,0,1,1,0.98,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2016
"795","Brianna Decker","BOS","F","14689494","2016-10-22","BOS","MET",1,1,0,2,2,3.04,4,1,0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,2016
"796","Emily Field","BOS","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"797","Gigi Marvin","BOS","D","14689494","2016-10-22","BOS","MET",1,0,0,1,1,1.11,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"798","Janine Weber","MET","F","14689494","2016-10-22","BOS","MET",0,1,0,1,1,1.09,3,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2016
"799","Jillian Dempsey","BOS","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.44,4,2,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,2016
"800","Jordan Smelker","BOS","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"801","Kacey Bellamy","BOS","D","14689494","2016-10-22","BOS","MET",0,0,0,0,0,-0.06,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"802","Kaleigh Fratkin","MET","D","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"803","Kiira Dosdall","MET","D","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"804","Lauren Slebodnick","BOS","G","14689494","2016-10-22","BOS","MET",0,0,0,0,0,1.1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,15,1,2016
"805","Madison Packer","MET","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.21,3,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2016
"806","Meghan Duggan","BOS","F","14689494","2016-10-22","BOS","MET",0,1,0,1,1,0.97,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2016
"807","Michelle Picard","MET","D","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2016
"808","Milica McMillen","MET","D","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"809","Miye D'Oench","MET","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"810","Morgan Fritz-Ward","MET","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"811","Rachel Llanes","BOS","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.57,3,0,0,NA,0,0,0,0,0,0,7,5,0,1,0,0,0,2016
"812","Rebecca Russo","MET","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"813","Sojung Shin","MET","G","14689494","2016-10-22","BOS","MET",0,0,0,0,0,-1.5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,5,2016
"814","Tatiana Rafter","MET","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,-0.25,1,0,0,NA,0,0,0,0,0,0,7,10,0,0,0,0,0,2016
"815","Taylor Holze","MET","F","14689494","2016-10-22","BOS","MET",0,0,0,0,0,-0.06,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"816","Zoe Hickel","BOS","F","14689494","2016-10-22","BOS","MET",1,0,0,1,1,1.33,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
"817","Amanda Leveille","BUF","G","14689497","2016-10-23","BUF","CTW",0,0,0,0,0,-3.74,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,9,5,2016
"818","Anne Schleper","BUF","D","14689497","2016-10-23","BUF","CTW",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"819","Brianne McLaughlin","BUF","G","14689497","2016-10-23","BUF","CTW",0,0,0,0,0,-0.02,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,7,1,2016
"820","Celeste Brown","CTW","F","14689497","2016-10-23","BUF","CTW",0,0,0,0,0,-0.66,1,0,0,NA,0,0,0,0,0,0,2,7,2,1,0,0,0,2016
"821","Corinne Buie","BUF","F","14689497","2016-10-23","BUF","CTW",1,0,0,1,1,0.99,1,2,1,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,2016
"822","Cydney Roesler","CTW","D","14689497","2016-10-23","BUF","CTW",0,0,1,1,0,0.64,0,3,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"823","Dana Trivigno","CTW","F","14689497","2016-10-23","BUF","CTW",1,0,0,1,1,1.32,4,2,3,0.4,0,0,0,0,0,0,10,11,0,0,0,0,0,2016
"824","Devon Skeats","BUF","F","14689497","2016-10-23","BUF","CTW",1,0,0,1,1,1.25,6,1,2,0.33,0,0,0,0,0,0,0,2,2,0,0,0,0,2016
"825","Elena Orlando","CTW","D","14689497","2016-10-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"826","Emily Janiga","BUF","F","14689497","2016-10-23","BUF","CTW",1,0,0,1,1,1.46,2,1,4,0.2,0,0,0,0,0,0,12,10,0,0,0,0,0,2016
"827","Emily Pfalzer","BUF","D","14689497","2016-10-23","BUF","CTW",0,0,0,0,0,0.11,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"828","Haley Skarupa","CTW","F","14689497","2016-10-23","BUF","CTW",2,0,1,3,2,3.08,4,5,4,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"829","Harrison Browne","BUF","F","14689497","2016-10-23","BUF","CTW",0,0,1,1,0,0.52,0,3,2,0.6,0,0,0,0,0,0,1,2,0,0,0,0,0,2016
